t, ax, ay, az, da
2801, -654, -538, 16645, 14787.0
2802, 780, -584, 16678, 16163.5
2803, 2400, -634, 16685, 17662.5
2804, 3992, -711, 16704, 19218.0
2805, 5472, -761, 16748, 20722.0
2806, 6937, -774, 16819, 22220.5
2807, 8445, -772, 16899, 23777.0
2808, 10040, -808, 16938, 25371.0
2809, 11630, -896, 16936, 26920.0
2810, 12992, -959, 16940, 28321.5
2811, 14212, -938, 16972, 29609.5
2812, 15706, -866, 17021, 31053.5
2813, 17315, -823, 17076, 32714.5
2814, 18504, -831, 17114, 34177.5
2815, 19585, -844, 17136, 35332.0
2816, 21036, -820, 17186, 36639.5
2817, 22426, -750, 17250, 38164.0
2818, 23416, -682, 17279, 39469.5
2819, 24468, -645, 17290, 40563.0
2820, 25660, -652, 17312, 41716.5
2821, 26420, -685, 17306, 42680.5
2822, 27046, -604, 17282, 43382.5
2823, 27046, -604, 17282, 43724.0
2824, 29148, -361, 17393, 44952.0
2825, 29148, -361, 17393, 46180.0
2826, 30126, -371, 17337, 46636.0
2827, 30126, -371, 17337, 47092.0
2828, 31410, -245, 17422, 47839.5
2829, 31410, -245, 17422, 48587.0
2830, 32475, 0, 17497, 49279.5
2831, 32475, 0, 17497, 49972.0
2832, 32764, 276, 17532, 50272.0
2833, 32764, 276, 17532, 50572.0
2834, 32764, 499, 17510, 50672.5
2835, 32764, 834, 17546, 50958.5
2836, 32764, 1201, 17580, 51344.5
2837, 32764, 1942, 17530, 51890.5
2838, 32764, 1942, 17530, 52236.0
2839, 32764, 2614, 17424, 52519.0
2840, 32764, 2614, 17424, 52802.0
2841, 32764, 3262, 17450, 53139.0
2842, 32764, 3262, 17450, 53476.0
2843, 31814, 3480, 17340, 53055.0
2844, 31814, 3480, 17340, 52634.0
2845, 31143, 3530, 17318, 52312.5
2846, 30235, 3461, 17296, 51491.5
2847, 29171, 3346, 17258, 50383.5
2848, 28476, 3210, 17242, 49351.5
2849, 27601, 2872, 17213, 48307.0
2850, 26221, 2479, 17145, 46765.5
2851, 25016, 2198, 17098, 45078.5
2852, 23986, 1910, 17084, 43646.0
2853, 22670, 1568, 17052, 42135.0
2854, 21255, 1210, 17024, 40389.5
2855, 19931, 916, 17022, 38679.0
2856, 18516, 711, 17017, 37056.5
2857, 17040, 519, 16999, 35401.0
2858, 15598, 342, 16959, 33728.5
2859, 14078, 158, 16874, 32004.5
2860, 12565, -56, 16783, 30201.0
2861, 11170, -176, 16731, 28508.5
2862, 9723, -224, 16696, 26960.0
2863, 8199, -324, 16656, 25363.0
2864, 6680, -455, 16610, 23683.0
2865, 5070, -563, 16554, 21948.0
2866, 3433, -598, 16505, 20200.5
2867, 1976, -574, 16483, 18612.5
2868, 1976, -574, 16483, 17885.0
2869, -933, -676, 16384, 16330.0
2870, -2401, -710, 16302, 13983.0
2871, -3813, -735, 16223, 12433.0
2872, -5306, -762, 16169, 10888.0
2873, -6773, -762, 16158, 9362.0
2874, -8156, -718, 16148, 7948.5
2875, -9605, -671, 16108, 6553.0
2876, -11146, -704, 16051, 5016.5
2877, -12525, -704, 16051, 3511.5
2878, -13686, -681, 15954, 2204.5
2879, -13686, -681, 15954, 1587.0
2880, -16383, -642, 15879, 220.5
2881, -16383, -642, 15879, -1146.0
2882, -18863, -739, 15745, -2501.5
2883, -18863, -739, 15745, -3857.0
2884, -21498, -743, 15685, -5206.5
2885, -21498, -743, 15685, -6556.0
2886, -23810, -808, 15644, -7765.0
2887, -23810, -808, 15644, -8974.0
2888, -25201, -902, 15568, -9754.5
2889, -26172, -948, 15532, -11061.5
2890, -27090, -972, 15531, -12059.5
2891, -28225, -1048, 15519, -13142.5
2892, -29172, -1165, 15510, -14290.5
2893, -29755, -1193, 15509, -15133.0
2894, -30413, -1207, 15505, -15777.0
2895, -31221, -1272, 15508, -16550.0
2896, -31848, -1274, 15511, -17298.0
2897, -32333, -1251, 15502, -17846.5
2898, -32764, -1287, 15480, -18326.5
2899, -32764, -1308, 15452, -18595.5
2900, -32764, -1306, 15457, -18616.5
2901, -32764, -1342, 15504, -18607.5
2902, -32764, -1347, 15541, -18586.0
2903, -32764, -1329, 15547, -18558.0
2904, -32764, -1349, 15541, -18559.0
2905, -32764, -1294, 15529, -18550.5
2906, -32764, -1221, 15529, -18492.5
2907, -32764, -1244, 15564, -18450.0
2908, -32634, -1261, 15600, -18369.5
2909, -32323, -1230, 15597, -18125.5
2910, -31793, -1191, 15576, -17682.0
2911, -30984, -1144, 15594, -16971.0
2912, -30136, -1060, 15650, -16040.0
2913, -29382, -991, 15698, -15110.5
2914, -28646, -957, 15726, -14276.0
2915, -27690, -889, 15777, -13339.5
2916, -26636, -802, 15843, -12198.5
2917, -25592, -725, 15890, -11011.0
2918, -24266, -606, 15955, -9672.0
2919, -23034, -463, 16038, -8188.0
2920, -22385, -418, 16029, -7116.5
2921, -21533, -430, 15961, -6388.0
2922, -21533, -430, 15961, -6002.0
2923, -17641, -149, 16126, -3833.0
2924, -17641, -149, 16126, -1664.0
2925, -15429, -190, 16160, -561.5
2926, -15429, -190, 16160, 541.0
2927, -12267, -114, 16145, 2152.5
2928, -12267, -114, 16145, 3764.0
2929, -8811, 102, 16273, 5664.0
2930, -8811, 102, 16273, 7564.0
2931, -5532, -187, 16435, 9140.0
2932, -5532, -187, 16435, 10716.0
2933, -3844, -239, 16498, 11565.5
2934, -2356, -326, 16526, 13129.5
2935, -932, -410, 16555, 14528.5
2936, 2172, -525, 16661, 16760.5
2937, 2172, -525, 16661, 18308.0
2938, 5226, -628, 16827, 19866.5
2939, 5226, -628, 16827, 21425.0
2940, 8125, -784, 16887, 22826.5
2941, 8125, -784, 16887, 24228.0
2942, 11493, -826, 16982, 25938.5
2943, 11493, -826, 16982, 27649.0
2944, 12866, -866, 17041, 28345.0
2945, 14076, -920, 17075, 29636.0
2946, 15500, -885, 17094, 30970.0
2947, 17074, -810, 17130, 32551.5
2948, 18411, -818, 17175, 34081.0
2949, 19585, -825, 17196, 35362.0
2950, 20880, -806, 17198, 36614.0
2951, 22119, -818, 17210, 37891.5
2952, 23197, -797, 17239, 39075.0
2953, 24366, -708, 17274, 40285.5
2954, 25514, -655, 17290, 41540.5
2955, 26287, -682, 17270, 42512.0
2956, 26992, -639, 17266, 43247.0
2957, 28062, -521, 17341, 44250.5
2958, 29009, -461, 17424, 45427.0
2959, 29490, -427, 17411, 46223.0
2960, 30074, -353, 17375, 46785.0
2961, 30848, -251, 17406, 47549.5
2962, 31249, -180, 17444, 48258.0
2963, 31548, -118, 17456, 48699.5
2964, 32303, 24, 17499, 49356.0
2965, 32303, 24, 17499, 49826.0
2966, 32764, 403, 17554, 50273.5
2967, 32764, 403, 17554, 50721.0
2968, 32764, 868, 17502, 50927.5
2969, 32764, 1174, 17490, 51281.0
2970, 32764, 1555, 17474, 51610.5
2971, 32764, 1914, 17472, 51971.5
2972, 32764, 2219, 17480, 52306.5
2973, 32764, 2565, 17476, 52634.0
2974, 32764, 2926, 17464, 52979.5
2975, 32764, 3169, 17452, 53269.5
2976, 32764, 3169, 17452, 53385.0
2977, 32002, 3410, 17391, 53094.0
2978, 32002, 3410, 17391, 52803.0
2979, 30315, 3340, 17289, 51873.5
2980, 30315, 3340, 17289, 50944.0
2981, 28573, 3082, 17233, 49916.0
2982, 28573, 3082, 17233, 48888.0
2983, 26270, 2423, 17145, 47363.0
2984, 26270, 2423, 17145, 45838.0
2985, 24175, 1942, 17150, 44552.5
2986, 24175, 1942, 17150, 43267.0
2987, 22907, 1596, 17137, 42453.5
2988, 21348, 1252, 17053, 40646.5
2989, 20030, 1003, 16997, 38841.5
2990, 18813, 766, 16983, 37296.0
2991, 17369, 541, 16946, 35709.0
2992, 15827, 357, 16870, 33955.0
2993, 14336, 183, 16781, 32177.0
2994, 12855, 19, 16711, 30442.5
2995, 11364, -97, 16678, 28765.0
2996, 9867, -166, 16659, 27152.5
2997, 8410, -238, 16628, 25580.0
2998, 6984, -357, 16587, 24007.0
2999, 5432, -482, 16540, 22352.0
3000, 3778, -539, 16472, 20600.5
3001, 2258, -550, 16399, 18909.0
3002, 825, -556, 16342, 17359.0
3003, -684, -572, 16301, 15828.0
3004, -2147, -614, 16284, 14284.0
3005, -3526, -672, 16278, 12801.5
3006, -4972, -723, 16236, 11310.5
3007, -6446, -747, 16193, 9770.5
3008, -7884, -697, 16182, 8300.5
3009, -9374, -626, 16149, 6875.0
3010, -10913, -629, 16064, 5335.5
3011, -12368, -669, 15972, 3728.5
3012, -13620, -684, 15925, 2278.0
3013, -14834, -680, 15906, 1006.5
3014, -16208, -690, 15866, -320.0
3015, -17520, -708, 15812, -1724.0
3016, -18730, -740, 15751, -3067.5
3017, -20170, -788, 15681, -4498.0
3018, -21522, -758, 15648, -5954.5
3019, -22420, -719, 15656, -7057.5
3020, -23537, -787, 15646, -8080.5
3021, -23537, -787, 15646, -8678.0
3022, -26213, -953, 15556, -10144.0
3023, -26213, -953, 15556, -11610.0
3024, -27895, -1059, 15551, -12506.5
3025, -27895, -1059, 15551, -13403.0
3026, -29680, -1176, 15528, -14365.5
3027, -29680, -1176, 15528, -15328.0
3028, -31200, -1317, 15500, -16172.5
3029, -31200, -1317, 15500, -17017.0
3030, -32285, -1274, 15500, -17538.0
3031, -32285, -1274, 15500, -18059.0
3032, -32698, -1286, 15510, -18266.5
3033, -32764, -1304, 15484, -18529.0
3034, -32764, -1339, 15461, -18613.0
3035, -32764, -1305, 15514, -18598.5
3036, -32764, -1305, 15514, -18555.0
3037, -32764, -1364, 15536, -18573.5
3038, -32764, -1364, 15536, -18592.0
3039, -32764, -1358, 15551, -18581.5
3040, -32764, -1358, 15551, -18571.0
3041, -32764, -1342, 15545, -18566.0
3042, -32764, -1252, 15577, -18500.0
3043, -32353, -1206, 15624, -18187.0
3044, -31856, -1168, 15660, -17649.5
3045, -31148, -1121, 15695, -16969.0
3046, -30192, -1125, 15766, -16062.5
3047, -29401, -1085, 15831, -15103.0
3048, -28870, -1035, 15834, -14363.0
3049, -28007, -994, 15846, -13613.0
3050, -26813, -872, 15902, -12469.0
3051, -25758, -766, 15927, -11190.0
3052, -24599, -680, 15945, -9965.5
3053, -23328, -528, 15996, -8597.0
3054, -22467, -474, 15982, -7409.5
3055, -21624, -473, 15893, -6581.5
3056, -19984, -342, 15895, -5317.5
3057, -17982, -192, 16018, -3293.5
3058, -16568, -150, 16117, -1378.5
3059, -15556, -146, 16118, -92.5
3060, -14305, -122, 16094, 1041.5
3061, -12675, -105, 16135, 2511.0
3062, -10866, 37, 16223, 4374.5
3063, -9096, 161, 16320, 6389.5
3064, -9096, 161, 16320, 7385.0
3065, -5815, -85, 16462, 8973.5
3066, -5815, -85, 16462, 10562.0
3067, -2493, -269, 16612, 12206.0
3068, -1070, -376, 16664, 14534.0
3069, 192, -462, 16654, 15801.0
3070, 1746, -490, 16647, 17143.5
3071, 3543, -538, 16709, 18808.5
3072, 5164, -591, 16800, 20543.5
3073, 6530, -642, 16848, 22054.5
3074, 7931, -735, 16874, 23403.0
3075, 7931, -735, 16874, 24070.0
3076, 11225, -758, 16967, 25752.0
3077, 11225, -758, 16967, 27434.0
3078, 13957, -840, 17036, 28793.5
3079, 13957, -840, 17036, 30153.0
3080, 16896, -786, 17044, 31653.5
3081, 16896, -786, 17044, 33154.0
3082, 19394, -757, 17154, 34472.5
3083, 19394, -757, 17154, 35791.0
3084, 22071, -763, 17204, 37151.5
3085, 22071, -763, 17204, 38512.0
3086, 23152, -724, 17268, 39104.0
3087, 24166, -665, 17307, 40252.0
3088, 25375, -581, 17332, 41467.0
3089, 26314, -614, 17342, 42584.0
3090, 26931, -630, 17333, 43338.0
3091, 27860, -517, 17364, 44170.5
3092, 28894, -422, 17432, 45305.5
3093, 29428, -410, 17447, 46184.5
3094, 29900, -365, 17428, 46714.0
3095, 30722, -271, 17460, 47437.0
3096, 31325, -178, 17489, 48273.5
3097, 31607, -54, 17458, 48823.5
3098, 32186, 66, 17440, 49351.5
3099, 32764, 178, 17468, 50051.0
3100, 32764, 332, 17486, 50496.0
3101, 32764, 537, 17480, 50681.5
3102, 32764, 830, 17480, 50927.5
3103, 32764, 1161, 17474, 51236.5
3104, 32764, 1495, 17451, 51554.5
3105, 32764, 1846, 17442, 51881.0
3106, 32764, 2136, 17424, 52188.0
3107, 32764, 2423, 17386, 52448.5
3108, 32764, 2794, 17397, 52764.0
3109, 32764, 3102, 17446, 53133.5
3110, 32764, 3231, 17435, 53371.0
3111, 31953, 3314, 17368, 53032.5
3112, 31338, 3408, 17328, 52354.5
3113, 30578, 3362, 17306, 51660.0
3114, 29406, 3228, 17253, 50566.5
3115, 28535, 3124, 17201, 49373.5
3116, 27878, 2915, 17176, 48414.5
3117, 26663, 2554, 17136, 47161.0
3118, 25274, 2216, 17136, 45489.5
3119, 24248, 1948, 17100, 43961.0
3120, 24248, 1948, 17100, 43296.0
3121, 21706, 1308, 16996, 41653.0
3122, 21706, 1308, 16996, 40010.0
3123, 18956, 782, 16964, 38356.0
3124, 18956, 782, 16964, 36702.0
3125, 16084, 367, 16891, 35022.0
3126, 16084, 367, 16891, 33342.0
3127, 13138, 86, 16830, 31698.0
3128, 13138, 86, 16830, 30054.0
3129, 10114, -54, 16780, 28447.0
3130, 10114, -171, 16666, 26724.5
3131, 8620, -239, 16570, 25780.0
3132, 7242, -330, 16567, 24215.0
3133, 5738, -444, 16588, 22680.5
3134, 2439, -508, 16476, 20144.5
3135, 2439, -508, 16476, 18407.0
3136, -581, -576, 16403, 16826.5
3137, -581, -576, 16403, 15246.0
3138, -3419, -690, 16324, 13730.5
3139, -3419, -690, 16324, 12215.0
3140, -4755, -750, 16242, 11476.0
3141, -6209, -750, 16177, 9977.5
3142, -7683, -738, 16146, 8471.5
3143, -9165, -711, 16094, 6971.5
3144, -10680, -664, 16001, 5437.5
3145, -12137, -688, 15920, 3876.0
3146, -13410, -691, 15906, 2450.0
3147, -14638, -636, 15920, 1225.5
3148, -16019, -694, 15892, -87.5
3149, -17320, -742, 15852, -1515.5
3150, -18498, -714, 15813, -2804.5
3151, -19904, -782, 15750, -4167.5
3152, -21244, -805, 15696, -5644.5
3153, -22202, -765, 15680, -6820.0
3154, -23372, -851, 15676, -7917.0
3155, -24909, -946, 15652, -9375.0
3156, -26115, -984, 15616, -10843.0
3157, -26850, -1024, 15601, -11878.0
3158, -27729, -1088, 15579, -12755.5
3159, -28792, -1187, 15536, -13840.5
3160, -29532, -1204, 15521, -14829.0
3161, -30131, -1169, 15523, -15496.0
3162, -30972, -1218, 15490, -16238.5
3163, -30972, -1218, 15490, -16700.0
3164, -32160, -1276, 15458, -17339.0
3165, -32160, -1276, 15458, -17978.0
3166, -32764, -1348, 15417, -18336.5
3167, -32764, -1305, 15407, -18678.5
3168, -32764, -1346, 15436, -18668.0
3169, -32764, -1371, 15470, -18669.5
3170, -32764, -1362, 15496, -18647.5
3171, -32764, -1363, 15514, -18621.5
3172, -32764, -1326, 15525, -18589.0
3173, -32764, -1310, 15548, -18545.5
3174, -32764, -1310, 15548, -18526.0
3175, -32764, -1246, 15620, -18458.0
3176, -32764, -1246, 15620, -18390.0
3177, -32056, -1225, 15652, -18009.5
3178, -32056, -1225, 15652, -17629.0
3179, -30242, -1073, 15749, -16597.5
3180, -30242, -1073, 15749, -15566.0
3181, -28920, -1055, 15778, -14881.5
3182, -28920, -1055, 15778, -14197.0
3183, -27132, -895, 15854, -13185.0
3184, -27132, -895, 15854, -12173.0
3185, -26013, -784, 15914, -11528.0
3186, -24640, -664, 15993, -10097.0
3187, -23359, -550, 16050, -8585.0
3188, -22622, -442, 16027, -7448.0
3189, -21879, -370, 15925, -6680.5
3190, -20322, -312, 15901, -5528.5
3191, -18275, -175, 16032, -3575.5
3192, -16668, -88, 16168, -1503.0
3193, -15604, -144, 16184, -76.0
3194, -14459, -158, 16133, 976.0
3195, -12886, -134, 16132, 2314.0
3196, -11051, -24, 16212, 4124.5
3197, -9242, 160, 16324, 6189.5
3198, -7624, 104, 16408, 8065.0
3199, -6081, -103, 16471, 9587.5
3200, -4378, -188, 16550, 11135.5
3201, -2658, -256, 16611, 12840.5
3202, -1238, -403, 16603, 14329.5
3203, 15, -500, 16562, 15519.5
3204, 1529, -526, 16586, 16833.0
3205, 3290, -539, 16691, 18515.5
3206, 4932, -551, 16774, 20298.5
3207, 6323, -630, 16779, 21813.5
3208, 7662, -740, 16787, 23090.5
3209, 9228, -769, 16862, 24515.0
3210, 10948, -784, 16963, 26224.0
3211, 12438, -830, 17024, 27879.5
3212, 13678, -880, 17024, 29227.0
3213, 15089, -882, 17002, 30515.5
3214, 16688, -816, 17019, 32050.0
3215, 18050, -770, 17085, 33628.0
3216, 19200, -763, 17136, 34969.0
3217, 20480, -763, 17136, 36213.0
3218, 21792, -676, 17190, 37579.5
3219, 21792, -676, 17190, 38306.0
3220, 24033, -677, 17313, 39487.5
3221, 24033, -677, 17313, 40669.0
3222, 26195, -629, 17345, 41790.0
3223, 26195, -629, 17345, 42911.0
3224, 27702, -510, 17292, 43697.5
3225, 27702, -510, 17292, 44484.0
3226, 29379, -430, 17384, 45408.5
3227, 29379, -430, 17384, 46333.0
3228, 29859, -383, 17372, 46590.5
3229, 30744, -283, 17403, 47356.0
3230, 31399, -180, 17442, 48262.5
3231, 31574, -99, 17414, 48775.0
3232, 32051, -8, 17420, 49176.0
3233, 32764, 378, 17568, 50086.5
3234, 32764, 378, 17568, 50710.0
3235, 32764, 801, 17524, 50899.5
3236, 32764, 801, 17524, 51089.0
3237, 32764, 1460, 17531, 51422.0
3238, 32764, 1460, 17531, 51755.0
3239, 32764, 1808, 17506, 51916.5
3240, 32764, 2138, 17506, 52243.0
3241, 32764, 2446, 17512, 52565.0
3242, 32764, 2766, 17488, 52870.0
3243, 32764, 3050, 17472, 53152.0
3244, 32764, 3224, 17452, 53363.0
3245, 32188, 3336, 17390, 53177.0
3246, 31328, 3374, 17328, 52472.0
3247, 30600, 3285, 17296, 51605.5
3248, 29654, 3174, 17250, 50629.5
3249, 28697, 3076, 17201, 49526.0
3250, 27880, 2897, 17202, 48476.5
3251, 26662, 2574, 17190, 47202.5
3252, 25266, 2214, 17124, 45515.0
3253, 24264, 1958, 17084, 43955.0
3254, 23287, 1679, 17063, 42667.5
3255, 21894, 1346, 17021, 41145.0
3256, 20386, 1069, 16994, 39355.0
3257, 19069, 771, 16964, 37626.5
3258, 17728, 506, 16896, 35967.0
3259, 16226, 357, 16848, 34280.5
3260, 14741, 250, 16846, 32634.0
3261, 13324, 128, 16837, 31063.0
3262, 13324, 128, 16837, 30289.0
3263, 10214, -179, 16684, 28504.0
3264, 10214, -179, 16684, 26719.0
3265, 7404, -335, 16646, 25217.0
3266, 5904, -405, 16604, 22909.0
3267, 4268, -464, 16512, 21209.5
3268, 2742, -502, 16452, 19504.0
3269, 1284, -521, 16433, 17944.0
3270, -263, -533, 16389, 16394.5
3271, -1797, -539, 16295, 14776.0
3272, -3176, -598, 16209, 13197.0
3273, -3176, -598, 16209, 12435.0
3274, -6050, -705, 16156, 10918.0
3275, -6050, -705, 16156, 9401.0
3276, -8896, -565, 16084, 8012.0
3277, -8896, -565, 16084, 6623.0
3278, -11890, -576, 15947, 5052.0
3279, -11890, -576, 15947, 3481.0
3280, -14406, -668, 15904, 2155.5
3281, -14406, -668, 15904, 830.0
3282, -17108, -648, 15885, -520.5
3283, -17108, -648, 15885, -1871.0
3284, -18300, -664, 15874, -2480.5
3285, -19777, -736, 15788, -3907.5
3286, -21196, -792, 15695, -5509.0
3287, -22160, -790, 15681, -6781.0
3288, -23210, -804, 15691, -7796.0
3289, -24626, -918, 15652, -9107.5
3290, -25820, -1065, 15591, -10593.0
3291, -26668, -1127, 15549, -11770.0
3292, -27746, -1166, 15512, -12823.0
3293, -28916, -1218, 15478, -14028.0
3294, -29643, -1213, 15470, -15021.0
3295, -30171, -1239, 15480, -15658.0
3296, -30895, -1306, 15493, -16319.0
3297, -31649, -1347, 15498, -17103.0
3298, -32155, -1375, 15503, -17762.5
3299, -32608, -1375, 15504, -18253.0
3300, -32764, -1364, 15487, -18560.0
3301, -32764, -1361, 15495, -18635.5
3302, -32764, -1373, 15533, -18617.0
3303, -32764, -1389, 15536, -18610.5
3304, -32764, -1374, 15506, -18624.5
3305, -32764, -1350, 15501, -18622.5
3306, -32764, -1334, 15539, -18586.0
3307, -32764, -1316, 15569, -18535.0
3308, -32764, -1337, 15550, -18531.0
3309, -32764, -1351, 15513, -18576.5
3310, -32598, -1296, 15506, -18495.0
3311, -32042, -1234, 15544, -18060.0
3312, -31211, -1174, 15602, -17257.5
3313, -30353, -1152, 15651, -16318.5
3314, -29612, -1140, 15700, -15453.0
3315, -28982, -1061, 15734, -14680.5
3316, -28982, -1061, 15734, -14309.0
3317, -27187, -880, 15765, -13305.5
3318, -27187, -880, 15765, -12302.0
3319, -24726, -701, 15894, -10917.5
3320, -24726, -701, 15894, -9533.0
3321, -22596, -515, 16016, -8314.0
3322, -22596, -515, 16016, -7095.0
3323, -20548, -383, 15909, -6058.5
3324, -20548, -383, 15909, -5022.0
3325, -16960, -106, 16192, -2948.0
3326, -16960, -106, 16192, -874.0
3327, -15814, -59, 16220, -263.5
3328, -14612, -67, 16189, 928.5
3329, -13060, -145, 16213, 2259.0
3330, -11226, -78, 16293, 3998.5
3331, -9435, 81, 16341, 5988.0
3332, -6353, -87, 16442, 8494.5
