ax_fft,ax_freq,ay_fft,ay_freq,az_fft,az_freq
26121.010959284635,598.0,11222.21223587081,598.0,4794.83813948242,598.0
9320.100724574251,600.0,2878.784776751143,600.0,1431.0941658143006,600.0
4605.595731289876,602.0,1661.0179407779688,602.0,1847.5933291403114,602.0
2086.282890831103,604.0,1717.0183241999428,604.0,1286.5061948385546,604.0
7291.739165456459,606.0,1606.3755330045005,606.0,1006.7951368496718,606.0
1938.278229854817,608.0,1131.681395938406,608.0,830.5500887197386,608.0
7720.128650977144,610.0,662.4371471771956,610.0,1142.5793337835703,610.0
5054.736448308322,612.0,2155.187622207768,612.0,434.070142617341,612.0
5580.747337637532,614.0,1305.883332170631,614.0,471.15865836731,614.0
2673.2028289223313,616.0,1352.0581366451904,616.0,784.5582583605194,616.0
2966.7358539037823,618.0,2176.3993872019846,618.0,366.92702504639135,618.0
6033.790171799642,620.0,2688.8455987276648,620.0,222.76089337179414,620.0
11233.01764649219,622.0,3376.9665134363986,622.0,323.5989649005584,622.0
3506.127079162744,624.0,2831.796849584138,624.0,510.7463771953903,624.0
10509.705899261997,626.0,1150.8384905116116,626.0,1882.373023499683,626.0
3413.436761720156,628.0,1987.8967286786483,628.0,1769.8586120825719,628.0
6315.159792370559,630.0,473.9615613307589,630.0,537.8441770477738,630.0
5897.936168609605,632.0,620.7445364885033,632.0,1837.4720054178804,632.0
4564.1025526597095,634.0,1456.320647310286,634.0,1296.2480661217949,634.0
1514.5916345112587,636.0,2165.4316876939615,636.0,1788.1025166797926,636.0
9896.692089840759,638.0,1403.9613577331043,638.0,1128.8586574555998,638.0
10021.072208429574,640.0,3016.5206781051443,640.0,990.8419763244657,640.0
7723.811138582088,642.0,841.5771568020243,642.0,1310.0837812213415,642.0
10279.558101432658,644.0,792.280410193273,644.0,2005.6178536637187,644.0
37524.03570927063,646.0,5545.330089048427,646.0,1815.6841823664938,646.0
47839.09297549673,648.0,10382.797883170588,648.0,1922.4813613940953,648.0
6535.029899934606,650.0,1260.6850769875043,650.0,1258.9791368844742,650.0
2735.630604218532,652.0,808.966564487244,652.0,930.805615029142,652.0
15546.706341293204,654.0,761.0780034678177,654.0,1258.65331598372,654.0
28392.53925949933,656.0,2052.8148258308947,656.0,1592.7039832458438,656.0
47224.527794092275,658.0,4420.999983061513,658.0,304.26479761112523,658.0
70295.70907795853,660.0,3928.3196405057442,660.0,2779.905900648593,660.0
33020.83600503591,662.0,1804.9938706986293,662.0,1757.9020351480385,662.0
3030.469184755196,664.0,1281.8696123689922,664.0,1690.042282264863,664.0
9848.159500080288,666.0,710.1017923951947,666.0,2226.2671973143088,666.0
4507.487843348297,668.0,635.5125033951219,668.0,461.95223795661957,668.0
2610.3400120316846,670.0,2537.4972869450544,670.0,1199.381657452675,670.0
5462.457945432761,672.0,3228.632372216884,672.0,955.8828889798532,672.0
2515.429496884059,674.0,2908.848565018489,674.0,490.1323701961874,674.0
3220.495879690024,676.0,1417.565691403244,676.0,604.8770076961744,676.0
2130.0267488879613,678.0,1225.3074326366902,678.0,969.0477769972964,678.0
4232.790676309738,680.0,2188.385948172477,680.0,518.6353266531412,680.0
7159.802161382285,682.0,1596.9577051736983,682.0,1413.954424951005,682.0
5391.664529726298,684.0,1829.1669630320441,684.0,393.2987432900271,684.0
6753.086040065265,686.0,1678.6569850946696,686.0,717.9296059940724,686.0
5415.940072578015,688.0,417.8839587476842,688.0,1478.3006371574074,688.0
7403.921867376736,690.0,1585.90583551906,690.0,710.140343700841,690.0
10296.85050751434,692.0,3335.2275444277357,692.0,1544.5464505347989,692.0
16419.654937728203,694.0,3771.7549059733406,694.0,2100.969144788575,694.0
11835.511541591808,696.0,1736.2896426106981,696.0,4115.675310964319,696.0
12441.513941311277,698.0,1413.443176596696,698.0,4407.22879360499,698.0
6146.087219366365,700.0,646.1390309421968,700.0,1635.9646495821285,700.0
3986.682574197623,702.0,1958.2302115386549,702.0,1261.7802370741877,702.0
3530.605486751856,704.0,2723.508666583833,704.0,1163.319556655379,704.0
9200.179216783448,706.0,2166.801124241315,706.0,360.7917746141929,706.0
6823.124755318848,708.0,3335.869758558854,708.0,1239.4352244116578,708.0
5969.99537934496,710.0,4616.70386691052,710.0,301.3896658351813,710.0
6471.456506086328,712.0,1489.6032234998015,712.0,1180.909795747458,712.0
2313.7798411078747,714.0,2657.1061034557943,714.0,890.0327708336904,714.0
2783.9339548851426,716.0,1116.5870773345896,716.0,1890.9555397491633,716.0
4852.403879426023,718.0,1908.4780112992275,718.0,645.2033367119915,718.0
3038.919989125424,720.0,1760.9808007505064,720.0,1516.4468937257814,720.0
11218.551358060962,722.0,2017.1543511266,722.0,905.9445486778914,722.0
4902.30822614978,724.0,1854.456771611991,724.0,602.3790483604307,724.0
11789.627251349792,726.0,1983.4556003254706,726.0,885.884410523228,726.0
8475.419106459147,728.0,851.9680416251814,728.0,606.797953765855,728.0
10863.785166147114,730.0,1382.3091787762146,730.0,475.62145458831367,730.0
6710.091684952339,732.0,1314.3740678887539,732.0,459.16567083713335,732.0
6803.539725633731,734.0,1903.5298258172368,734.0,215.1819889122777,734.0
2750.767261567416,736.0,1405.5088146594217,736.0,457.3877979655817,736.0
4749.483278391005,738.0,2264.678373502527,738.0,541.6228903527377,738.0
6129.5644433532825,740.0,906.7105237984209,740.0,699.9499103360605,740.0
9464.104922926954,742.0,980.6886192068029,742.0,883.2637683656515,742.0
3138.337668797923,744.0,4788.172166187254,744.0,1007.685696634035,744.0
33269.26849663571,746.0,12898.651556380997,746.0,3132.973940495047,746.0
26449.562659770185,748.0,10898.884744220686,748.0,2636.538640102526,748.0
10333.375222377243,750.0,2243.718177930905,750.0,1014.1071746218305,750.0
