ax,ay,az
-11135,102,16256
-7975,36,16362
-7975,36,16362
-4652,-215,16510
-4652,-215,16510
-1619,-424,16600
-1619,-424,16600
1412,-580,16682
1412,-580,16682
4582,-670,16759
4582,-670,16759
6106,-775,16787
7617,-852,16823
9114,-856,16867
10708,-860,16924
12248,-892,16983
13496,-925,17006
14792,-936,16988
16448,-893,16992
17987,-874,17055
19130,-891,17130
20356,-859,17181
21758,-812,17225
22849,-803,17258
23774,-770,17274
25003,-679,17312
26089,-634,17355
26692,-674,17349
27548,-641,17347
28754,-544,17409
29496,-532,17442
29948,-494,17405
30692,-375,17405
31268,-284,17427
31427,-178,17384
31918,-32,17347
32764,129,17395
32764,311,17450
32764,500,17452
32764,732,17462
32764,1048,17494
32764,1429,17496
32764,1814,17490
32764,1814,17490
32764,2494,17510
32764,2494,17510
32764,3135,17444
32764,3135,17444
32176,3430,17419
32176,3430,17419
30786,3506,17344
30786,3506,17344
28763,3185,17246
28763,3185,17246
28009,3010,17219
26919,2712,17187
25541,2361,17126
24465,2082,17116
23403,1805,17140
21994,1475,17112
20564,1132,17061
17988,604,17007
17988,604,17007
15006,250,16926
15006,250,16926
13476,71,16888
11914,-97,16840
10394,-192,16780
8923,-262,16718
7522,-372,16673
6105,-460,16638
4541,-506,16576
2957,-555,16500
1445,-602,16444
-105,-651,16395
-1640,-663,16333
-3030,-670,16278
-4418,-744,16232
-5893,-773,16208
-7307,-726,16196
-8676,-710,16152
-10143,-724,16073
-11635,-749,15985
-12968,-761,15922
-14251,-722,15890
-15673,-684,15864
-17021,-688,15847
-18204,-739,15829
-18204,-739,15829
-21000,-851,15701
-21000,-851,15701
-22912,-786,15685
-22912,-786,15685
-25817,-1050,15555
-26631,-1092,15513
-27456,-1097,15518
-28688,-1146,15522
-29580,-1160,15536
-29996,-1167,15559
-29996,-1167,15559
-31716,-1306,15474
-31716,-1306,15474
-32455,-1309,15527
-32455,-1309,15527
-32764,-1362,15456
-32764,-1362,15456
-32764,-1342,15519
-32764,-1342,15519
-32764,-1301,15534
-32764,-1311,15556
-32764,-1328,15602
-32764,-1311,15623
-32764,-1336,15598
-32764,-1307,15594
-32380,-1217,15643
-31849,-1180,15678
-31452,-1148,15653
-30661,-1097,15650
-29676,-1018,15704
-29036,-918,15732
-28342,-864,15746
-27270,-784,15815
-26145,-672,15893
-24971,-607,15948
-23625,-505,16006
-22622,-375,16028
-21988,-308,15966
-20745,-255,15949
-18729,-152,16078
-17052,-82,16205
-16036,-57,16204
-14866,-24,16160
-13286,-64,16175
-11582,-29,16221
-9859,122,16249
-8158,96,16309
-6515,-44,16422
-4879,-146,16533
-3254,-274,16606
-1753,-422,16636
-343,-558,16643
1167,-630,16662
1167,-630,16662
4443,-722,16785
4443,-722,16785
7408,-889,16859
7408,-889,16859
10582,-822,16963
10582,-822,16963
13388,-980,16954
13388,-980,16954
16250,-844,17012
16250,-844,17012
17786,-805,17088
18898,-855,17115
20118,-866,17112
21617,-800,17150
22840,-758,17223
23785,-744,17276
24902,-670,17300
26602,-636,17300
26602,-636,17300
28628,-418,17414
28628,-418,17414
29261,-398,17462
29610,-392,17447
30442,-320,17464
31231,-229,17485
31430,-126,17456
31819,7,17450
32626,160,17491
32764,328,17498
32764,490,17458
32764,720,17454
32764,1070,17495
32764,1436,17481
32764,1801,17414
32764,2172,17399
32764,2504,17439
32764,2832,17471
32764,3153,17488
32764,3360,17484
32323,3438,17443
31514,3472,17390
30736,3435,17353
29857,3435,17353
29016,3203,17268
29016,3203,17268
27104,2659,17250
27104,2659,17250
24518,2029,17096
24518,2029,17096
22268,1522,17084
20722,1146,17038
19426,817,16998
18163,558,16967
18163,558,16967
15193,314,16867
15193,314,16867
12186,-66,16742
12186,-66,16742
9167,-238,16676
9167,-238,16676
6258,-424,16639
6258,-424,16639
3135,-524,16511
3135,-524,16511
1742,-537,16476
197,-562,16446
-1389,-607,16384
-2820,-650,16319
-4221,-702,16278
-5679,-719,16247
-7078,-686,16212
-8490,-651,16146
-10011,-642,16063
-11491,-654,15984
-12787,-628,15905
-14044,-619,15850
-15421,-659,15843
-16746,-674,15854
-17948,-730,15822
-19345,-825,15734
-20822,-877,15665
-21902,-852,15678
-22869,-811,15707
-24180,-908,15666
-25494,-1068,15600
-26468,-1107,15578
-27399,-1117,15573
-28518,-1220,15539
-29487,-1286,15480
-30037,-1285,15462
-30606,-1292,15506
-31476,-1276,15522
-32142,-1278,15500
-32480,-1310,15484
-32764,-1322,15450
-32764,-1363,15421
-32764,-1414,15455
-32764,-1390,15495
-32764,-1390,15495
-32764,-1376,15504
-32764,-1376,15504
-32764,-1310,15549
-32764,-1310,15549
-32764,-1254,15558
-32764,-1254,15558
-32324,-1194,15659
-32324,-1194,15659
-30594,-1126,15716
-30594,-1036,15766
-29764,-992,15796
-29150,-930,15792
-28494,-837,15754
-27592,-770,15746
-26520,-675,15807
-25214,-539,15903
-23765,-424,15982
-22129,-315,15917
-22129,-315,15917
-21017,-322,15870
-19136,-175,15967
-17348,-42,16102
-16213,-69,16145
-15116,-104,16132
-13526,-132,16154
-11724,-102,16214
-10010,40,16284
-8357,58,16376
-6781,-107,16473
-5208,-238,16543
-3477,-314,16596
-1880,-410,16620
-632,-520,16609
761,-616,16616
2562,-683,16675
4307,-724,16736
5725,-754,16749
7076,-796,16755
8676,-831,16811
10398,-863,16886
11849,-918,16918
13066,-970,16939
13066,-970,16939
15956,-936,17056
15956,-936,17056
18604,-886,17154
18604,-886,17154
21484,-799,17262
21484,-799,17262
23508,-782,17260
24725,-713,17284
25878,-650,17356
26529,-632,17375
26529,-632,17375
28430,-476,17402
28430,-476,17402
29692,-424,17424
29692,-424,17424
31183,-257,17423
31183,-257,17423
31841,-8,17372
31841,-8,17372
32764,301,17477
32764,301,17477
32764,483,17468
32764,771,17466
32764,1120,17519
32764,1442,17544
32764,1762,17502
32764,2106,17482
32764,2484,17522
32764,2823,17522
32764,3062,17468
32764,3229,17450
32625,3353,17454
31764,3417,17412
30879,3372,17357
30058,3218,17320
29111,3054,17276
28252,2888,17232
27249,2615,17191
25878,2336,17132
24661,2107,17095
23666,1804,17097
22432,1442,17080
21022,1126,17037
19643,862,16999
18264,638,16956
16907,460,16922
15485,348,16894
13928,242,16833
12390,76,16763
10881,-58,16724
9336,-149,16690
7907,-250,16652
6540,-364,16624
6540,-364,16624
3420,-418,16537
3420,-418,16537
544,-513,16426
544,-513,16426
-2547,-606,16280
-2547,-606,16280
-5438,-641,16157
-5438,-641,16157
-8226,-620,16051
-8226,-620,16051
-9634,-595,16016
-11167,-668,15967
-12608,-708,15910
-13861,-690,15907
-15170,-697,15954
-16560,-717,15958
-17836,-740,15894
-19212,-778,15806
-20744,-825,15738
-22756,-855,15716
-22756,-855,15716
-23967,-974,15647
-25392,-1108,15548
-26360,-1114,15517
-27109,-1139,15538
-28300,-1256,15508
-29519,-1313,15424
-30116,-1319,15400
-30633,-1316,15442
-31531,-1299,15462
-32154,-1319,15484
-32339,-1358,15533
-32764,-1355,15528
-32764,-1351,15472
-32764,-1361,15468
-32764,-1359,15498
-32764,-1364,15506
-32764,-1337,15543
-32764,-1284,15592
-32764,-1299,15583
-32764,-1295,15569
-32764,-1230,15612
-32564,-1204,15612
-32194,-1186,15656
-32194,-1186,15656
-30644,-1112,15689
-30644,-1112,15689
-29319,-928,15765
-29319,-928,15765
-27647,-733,15753
-27647,-733,15753
-25401,-590,15834
-23960,-455,15917
-23960,-455,15917
-22222,-323,15956
-22222,-323,15956
-19398,-187,16004
-19398,-187,16004
-16324,-14,16213
-16324,-14,16213
-13810,-64,16199
-13810,-64,16199
-10274,93,16317
-10274,93,16317
-8640,118,16374
-7038,-54,16450
-5367,-238,16518
-3740,-322,16544
-2287,-394,16558
-910,-527,16568
586,-618,16585
2242,-612,16650
3938,-661,16739
5520,-760,16795
6950,-813,16824
8403,-858,16862
10040,-878,16901
11676,-883,16923
12997,-934,16940
14172,-960,16956
15655,-903,16984
17267,-852,17048
18555,-863,17117
19764,-861,17165
21186,-840,17228
22498,-845,17294
23534,-816,17308
24602,-705,17307
25699,-625,17346
26493,-632,17372
27241,-599,17350
28284,-494,17344
29167,-430,17376
29634,-420,17384
30185,-361,17375
30912,-290,17387
31430,-219,17404
31854,-42,17436
31854,-42,17436
32764,232,17519
32764,232,17519
32764,604,17514
32764,604,17514
32764,1301,17601
32764,1301,17601
32764,1944,17526
32764,1944,17526
32764,2661,17502
32764,2661,17502
32764,2999,17478
32764,3232,17467
32525,3366,17438
31715,3435,17377
30939,3434,17313
30066,3347,17260
29116,3241,17220
28365,3140,17218
27398,2865,17218
24758,2482,17146
24758,2201,17056
23855,1936,17026
22728,1620,17026
21238,1314,17011
19770,988,16976
18514,709,16957
17186,550,16956
15610,410,16919
14073,237,16848
12699,59,16790
11173,-99,16736
9518,-212,16683
8088,-287,16657
6742,-396,16628
5177,-507,16560
3598,-519,16482
2188,-522,16432
708,-597,16388
-909,-641,16322
-2380,-649,16270
-3716,-685,16239
-5180,-727,16212
-5180,-727,16212
-8070,-698,16192
-8070,-698,16192
-11102,-682,16047
-11102,-682,16047
-13656,-700,15960
-13656,-700,15960
-16468,-723,15921
-16468,-723,15921
-19008,-835,15785
-20474,-863,15718
-20474,-863,15718
-22534,-857,15688
-22534,-857,15688
-25213,-1132,15579
-25213,-1132,15579
-26934,-1122,15553
-26934,-1122,15553
-29292,-1271,15493
-29292,-1271,15493
-30242,-1300,15491
-30242,-1300,15491
-31290,-1310,15482
-32115,-1294,15452
-32275,-1252,15479
-32702,-1244,15486
-32764,-1294,15435
-32764,-1322,15427
-32764,-1324,15465
-32764,-1311,15500
-32764,-1289,15549
-32764,-1309,15578
-32764,-1309,15552
-32764,-1245,15536
-32764,-1218,15560
-32728,-1196,15596
-32223,-1122,15622
-31659,-1081,15627
-30940,-1088,15640
-30019,-1080,15710
-29346,-1031,15760
-28859,-957,15726
-27875,-858,15726
-26637,-703,15802
-25538,-590,15878
-24256,-544,15964
-23105,-461,16037
-22550,-413,15988
-21664,-345,15907
-19661,-157,15981
-17585,-34,16124
-16430,-70,16172
-15516,-89,16144
-14091,-68,16139
-12350,-73,16178
-10571,29,16214
-10571,29,16214
-7098,-19,16397
-7098,-19,16397
-3997,-276,16531
-3997,-276,16531
-1040,-442,16561
-1040,-442,16561
2060,-563,16609
2060,-563,16609
5297,-721,16683
5297,-721,16736
6646,-772,16802
8163,-812,16903
9843,-821,16977
11445,-848,16988
12829,-929,16996
14135,-994,17043
15613,-919,17106
17173,-832,17142
18444,-868,17127
19556,-882,17120
20936,-864,17180
22369,-835,17255
23434,-745,17281
24394,-680,17273
25453,-665,17283
26248,-661,17310
26930,-615,17309
27968,-507,17322
28960,-424,17388
29514,-386,17427
30106,-341,17414
30912,-284,17412
31449,-209,17424
31800,-100,17453
32428,35,17524
32764,160,17574
32764,285,17554
32764,547,17542
32764,878,17587
32764,1143,17604
32764,1452,17546
32764,1788,17482
32764,1788,17482
32764,2486,17440
32764,2486,17440
32764,3221,17434
32764,3221,17434
31790,3477,17319
31790,3477,17319
30361,3465,17284
30361,3465,17284
28666,3224,17252
27720,2941,17244
27720,2941,17244
25065,2252,17095
25065,2252,17095
22954,1665,17148
22954,1665,17148
20057,998,17053
20057,998,17053
17324,509,16956
17324,509,16956
14284,264,16853
14284,264,16853
12812,80,16776
11322,-78,16713
9788,-189,16670
8338,-288,16623
6918,-383,16568
5369,-473,16512
3806,-536,16468
2361,-541,16442
868,-553,16416
-725,-586,16375
-2204,-616,16346
-3603,-685,16323
-5073,-731,16277
-6510,-712,16240
-7883,-687,16207
-9315,-672,16144
-10812,-700,16075
-12236,-740,16005
-13494,-734,15950
-14744,-700,15936
-16134,-697,15918
-17489,-764,15842
-18749,-838,15726
-20096,-909,15631
-21344,-919,15600
-22335,-833,15603
-23529,-868,15577
-25017,-1029,15530
-26157,-1102,15528
-26878,-1138,15569
-27876,-1240,15565
-29107,-1305,15509
-29107,-1305,15509
-30297,-1275,15536
-30297,-1275,15536
-31885,-1318,15465
-31885,-1318,15465
-32729,-1361,15496
-32729,-1361,15496
-32764,-1374,15489
-32764,-1374,15489
-32764,-1333,15496
-32764,-1333,15496
-32764,-1301,15530
-32764,-1309,15575
-32764,-1287,15567
-32764,-1249,15540
-32764,-1232,15562
-32673,-1206,15597
-32431,-1198,15591
-32004,-1162,15579
-31171,-1074,15628
-30240,-984,15728
-29472,-921,15796
-28795,-906,15797
-27909,-894,15796
-26851,-798,15850
-25745,-660,15936
-24417,-544,16020
-23214,-418,16057
-22536,-331,15996
-21674,-264,15920
-19926,-130,15969
-17950,-2,16083
-16594,-24,16120
-15534,-98,16088
-14183,-94,16088
-12513,-102,16156
-10756,14,16237
-9040,184,16324
-7369,57,16439
-5790,-181,16526
-4206,-286,16559
-2587,-388,16587
-1132,-512,16620
238,-579,16637
1807,-622,16658
1807,-622,16658
5112,-732,16793
5112,-732,16793
7856,-790,16901
7856,-790,16901
11144,-890,16947
11144,-890,16947
13880,-987,16998
13880,-987,16998
16886,-848,17045
18232,-880,17102
18232,-880,17102
20668,-859,17178
20668,-859,17178
23095,-804,17254
23095,-804,17254
25316,-706,17333
25316,-706,17333
26898,-669,17366
26898,-669,17366
28931,-444,17453
28931,-444,17453
29511,-441,17478
29996,-415,17452
30782,-307,17467
31349,-148,17490
31634,-30,17458
32228,24,17424
32764,158,17427
32764,357,17440
32764,564,17472
32764,866,17534
32764,1170,17545
32764,1465,17476
32764,1844,17433
32764,2209,17464
32764,2569,17480
32764,2939,17453
32764,3169,17443
32764,3279,17447
32083,3394,17416
31288,3468,17364
30457,3380,17315
29442,3231,17268
28605,3136,17258
27810,2930,17282
26557,2599,17252
25262,2290,17189
24244,1983,17153
23041,1625,17095
21630,1278,17015
20306,1020,16972
18974,782,16965
17542,548,16961
17542,548,16961
14506,246,16854
14506,246,16854
11503,-22,16710
11503,-22,16710
8607,-214,16664
8607,-214,16664
5715,-426,16582
5715,-426,16582
2481,-441,16482
2481,-441,16482
1054,-493,16440
-491,-555,16374
-2062,-596,16304
-3475,-634,16248
-4852,-650,16211
-6281,-654,16206
-7669,-697,16200
-9059,-744,16155
-10554,-732,16106
-12055,-714,16069
-13397,-715,16034
-14675,-696,16002
-16032,-710,15942
-17330,-757,15869
-18543,-790,15836
-19904,-819,15804
-21243,-818,15732
-22270,-821,15670
-23377,-906,15628
-24736,-1032,15603
-25900,-1091,15600
-26877,-1103,15572
-27923,-1165,15516
-28943,-1230,15488
-29662,-1228,15491
-30135,-1246,15503
-30811,-1280,15489
-31700,-1296,15450
-32311,-1327,15459
-32666,-1349,15498
-32764,-1363,15486
-32764,-1341,15448
-32764,-1341,15448
-32764,-1325,15524
-32764,-1325,15524
-32764,-1295,15554
-32764,-1295,15554
-32764,-1283,15578
-32764,-1283,15578
-32764,-1298,15600
-32764,-1298,15600
-32070,-1178,15583
-32070,-1178,15583
-31208,-1112,15646
-29571,-1031,15759
-29571,-1031,15759
-28082,-888,15731
-28082,-888,15731
-25784,-677,15894
-25784,-677,15894
-23332,-476,15984
-23332,-476,15984
-21778,-258,15945
-21778,-258,15945
-20312,-174,15934
-18332,-82,16026
-16773,-57,16137
-15698,-82,16174
-14430,-51,16153
-12688,-44,16162
-10841,45,16217
-9247,161,16294
-7777,30,16390
-6204,-159,16483
-4488,-230,16544
-2821,-305,16575
-1384,-432,16587
16,-555,16597
1618,-628,16618
3294,-660,16679
4808,-692,16771
6218,-759,16831
7670,-824,16856
9230,-840,16892
10886,-844,16940
12415,-880,16990
13698,-964,17031
15028,-984,17046
16603,-910,17070
18061,-866,17134
19254,-850,17186
20568,-825,17192
21949,-814,17196
22998,-808,17232
23949,-738,17286
25120,-630,17327
26052,-615,17314
26685,-624,17267
26685,-624,17267
28915,-465,17386
28915,-465,17386
29833,-415,17396
29833,-415,17396
31289,-221,17468
31289,-221,17468
32273,-10,17484
32273,-10,17484
32764,392,17533
32764,392,17585
32764,624,17595
32764,849,17574
32764,1131,17535
32764,1508,17492
32764,1891,17489
32764,2210,17516
32764,2533,17498
32764,2846,17417
32764,3100,17370
32764,3299,17395
32293,3416,17378
31317,3420,17293
30486,3319,17242
29619,3176,17239
28731,3054,17236
27918,2870,17228
26674,2532,17183
25264,2172,17120
24254,1914,17122
23172,1649,17117
21744,1304,17034
20399,1018,16976
19181,783,16982
17788,525,16970
16248,367,16906
14730,268,16826
13234,116,16754
11738,-24,16693
10266,-146,16645
8851,-254,16602
7459,-341,16564
5937,-431,16533
5937,-431,16533
2825,-485,16458
2825,-485,16458
-204,-508,16388
-204,-508,16388
-3175,-567,16320
-3175,-567,16320
-6135,-630,16252
-6135,-630,16252
-8857,-585,16176
-8857,-585,16176
-10352,-551,16089
-13132,-646,15931
-13132,-646,15931
-15865,-662,15868
-15865,-662,15868
-18408,-738,15809
-18408,-738,15809
-21129,-868,15687
-21129,-868,15687
-23228,-870,15643
-23228,-870,15643
-24625,-972,15618
-25854,-1063,15591
-26721,-1098,15574
-27776,-1173,15534
-28956,-1240,15497
-29678,-1218,15516
-30137,-1196,15553
-30827,-1244,15550
-31620,-1312,15527
-32164,-1346,15529
-32595,-1368,15548
-32764,-1396,15528
-32764,-1404,15477
-32764,-1406,15471
-32764,-1380,15499
-32764,-1346,15487
-32764,-1349,15474
-32764,-1325,15503
-32764,-1304,15512
-32764,-1331,15529
-32757,-1290,15584
-32361,-1234,15608
-32060,-1232,15622
-31310,-1165,15690
-30340,-1090,15776
-29703,-1058,15811
-29163,-969,15794
-28240,-891,15797
-27057,-826,15845
-25946,-728,15877
-24766,-638,15890
-23539,-527,15934
-22729,-527,15934
-22027,-404,15887
-22027,-404,15887
-18548,-130,16022
-18548,-130,16022
-15990,-68,16174
-15990,-68,16174
-13094,-121,16145
-13094,-121,16145
-9492,163,16308
-9492,163,16308
-7891,172,16393
-6365,1,16440
-4735,-150,16488
-3097,-247,16584
-1625,-327,16677
-210,-445,16709
1360,-540,16722
3017,-582,16769
4599,-646,16834
6092,-699,16868
7530,-736,16876
9075,-781,16916
10781,-780,16981
12304,-821,17005
13513,-930,16974
14838,-912,16962
16482,-798,17018
17975,-789,17088
19114,-854,17106
20378,-865,17101
21807,-798,17150
22915,-742,17241
23813,-724,17302
24976,-697,17326
26062,-690,17328
26725,-654,17319
27616,-538,17363
28824,-442,17453
29478,-402,17460
29734,-373,17391
30433,-317,17399
31210,-210,17472
31546,-80,17480
31984,52,17466
31984,52,17466
32764,344,17542
32764,344,17542
32764,752,17478
32764,752,17478
32764,1430,17576
32764,1430,17576
32764,2044,17488
32764,2044,17488
32764,2762,17499
32764,2762,17499
32764,3108,17560
32194,3300,17457
32194,3300,17457
30662,3373,17351
30662,3373,17351
28932,3232,17314
28932,3232,17314
26897,2632,17208
26897,2632,17208
24478,2054,17119
24478,2054,17119
23453,1743,17103
22112,1392,17032
20697,1083,16977
19358,823,16936
18012,581,16892
16548,444,16855
14978,348,16815
13486,126,16774
12114,-84,16728
10599,-184,16652
8977,-268,16585
7542,-352,16582
6108,-475,16580
4465,-572,16526
2890,-546,16478
1467,-540,16455
-52,-597,16420
-1622,-625,16360
-3067,-678,16298
-4491,-733,16240
-5928,-703,16197
-7320,-687,16164
-8785,-686,16114
-10298,-649,16056
-11716,-687,15994
-13020,-728,15924
-14313,-678,15853
-15705,-682,15790
-17056,-719,15768
-18287,-722,15766
-19662,-779,15720
-21022,-800,15662
-21022,-800,15662
-23079,-766,15673
-23079,-766,15673
-25644,-1042,15644
-25644,-1042,15644
-27616,-1064,15544
-27616,-1064,15544
-29443,-1142,15475
-29443,-1142,15475
-30593,-1202,15476
-30593,-1202,15476
-31518,-1288,15493
-32126,-1297,15502
-32507,-1313,15503
-32764,-1324,15461
-32764,-1310,15432
-32764,-1342,15470
-32764,-1368,15486
-32764,-1387,15451
-32764,-1397,15476
-32764,-1360,15541
-32764,-1360,15549
-32764,-1386,15532
-32764,-1366,15545
-32640,-1317,15573
-32306,-1250,15602
-31531,-1182,15648
-30540,-1134,15714
-29748,-1101,15766
-29154,-1092,15775
-28387,-1071,15774
-27396,-941,15798
-26373,-795,15833
-25090,-722,15900
-23655,-587,15998
-22810,-484,16002
-22252,-478,15884
-20834,-349,15852
-18758,-148,15984
-17200,-83,16106
-16211,-51,16120
-15000,14,16105
-13328,14,16159
-11486,134,16263
-9710,316,16348
-9710,316,16348
-6434,72,16487
-6434,72,16487
-3098,-96,16656
-3098,-96,16656
-416,-297,16637
-416,-297,16637
3040,-484,16727
3040,-484,16727
5936,-647,16812
5936,-647,16812
7313,-755,16814
10549,-840,16901
10549,-840,16901
13339,-936,16928
13339,-936,16928
16236,-948,17043
16236,-948,17043
18904,-945,17090
18904,-945,17090
20093,-888,17140
21540,-814,17263
22733,-778,17352
23615,-775,17346
24724,-747,17324
25890,-712,17368
26690,-664,17421
27469,-564,17422
28485,-496,17417
29247,-484,17437
29717,-408,17462
30435,-299,17507
31139,-245,17523
31395,-216,17463
31770,-169,17428
32537,-60,17493
32764,111,17554
32764,256,17516
32764,405,17463
32764,692,17498
32764,1034,17550
32764,1306,17533
32764,1613,17491
32764,1613,17491
32764,2424,17512
32764,2796,17506
32764,3106,17476
32458,3393,17437
31763,3661,17393
30970,3736,17344
30046,3649,17276
29214,3614,17220
28484,3521,17223
27329,3232,17214
27329,3232,17214
24832,2533,17078
24832,2533,17078
22364,1844,17013
22364,1844,17013
19561,1135,16994
19561,1135,16994
16784,548,16906
16784,548,16906
13740,232,16786
13740,232,16786
12231,52,16747
10670,-90,16700
9131,-244,16649
7722,-375,16642
6263,-484,16640
4622,-567,16583
3041,-620,16510
1583,-676,16449
59,-753,16382
-1477,-790,16314
-2893,-813,16274
-4331,-916,16248
-5816,-981,16220
-7222,-996,16192
-8651,-1023,16144
-10159,-974,16073
-11622,-959,15990
-12923,-1002,15924
-14129,-967,15914
-15464,-951,15914
-16838,-947,15884
-18070,-919,15841
-19378,-960,15779
-20741,-1007,15721
-21838,-967,15703
-22846,-901,15691
-24092,-887,15659
-25406,-919,15625
-26340,-930,15613
-27118,-978,15608
-28342,-1080,15552
-29410,-1106,15489
-29410,-1106,15489
-30452,-1116,15492
-30452,-1116,15492
-31929,-1125,15454
-31929,-1125,15454
-32764,-1199,15446
-32764,-1199,15446
-32764,-1243,15437
-32764,-1243,15437
-32764,-1243,15504
-32764,-1243,15504
-32764,-1254,15527
-32764,-1238,15554
-32764,-1178,15586
-32764,-1205,15608
-32764,-1205,15608
-32035,-1126,15623
-32035,-1126,15623
-30692,-1085,15669
-30692,-1085,15669
-29176,-1000,15763
-29176,-1000,15763
-28596,-902,15737
-27626,-812,15766
-26444,-750,15850
-25179,-672,15928
-23908,-546,15996
-23053,-436,16024
-22453,-402,15968
-21198,-366,15939
-19132,-267,16041
-17338,-203,16160
-16275,-174,16184
-15177,-138,16150
-13578,-141,16146
-11739,-59,16195
-10010,107,16271
-8405,130,16371
-6774,16,16471
-5088,-106,16528
-3416,-209,16549
-1924,-340,16565
-584,-462,16591
941,-510,16633
2651,-560,16684
2651,-560,16684
5714,-689,16756
7206,-780,16810
8741,-826,16879
10384,-828,16924
11984,-875,16943
13294,-938,16975
14539,-940,17025
16047,-865,17072
17530,-806,17114
18707,-816,17164
18707,-816,17164
21348,-785,17286
21348,-785,17286
23558,-739,17305
23558,-739,17305
25825,-594,17341
25825,-594,17341
27250,-568,17308
27250,-568,17308
29240,-398,17332
29240,-398,17394
29660,-383,17424
30257,-353,17430
30986,-322,17428
31408,-246,17405
31868,-109,17409
32606,20,17453
32764,149,17471
32764,293,17456
32764,499,17469
32764,817,17514
32764,1179,17518
32764,1532,17476
32764,1853,17464
32764,2181,17494
32764,2589,17498
32764,2968,17473
32764,3220,17484
32678,3423,17498
31822,3570,17428
30888,3615,17325
30094,3551,17264
29284,3434,17228
28486,3270,17208
27418,2956,17186
25997,2600,17134
24770,2326,17095
23767,2040,17081
22533,1690,17049
21095,1342,17007
19679,1025,16978
18294,756,16957
16871,579,16932
16871,579,16932
13864,243,16825
13864,243,16825
11000,-138,16767
11000,-138,16767
7804,-312,16652
7804,-312,16652
4838,-513,16533
4838,-513,16533
1762,-585,16442
1762,-585,16442
304,-610,16376
-1228,-668,16319
-2689,-714,16292
-5552,-832,16194
-5552,-832,16194
-8389,-766,16107
-8389,-766,16107
-11269,-766,16032
-11269,-766,16032
-13878,-804,15968
-13878,-804,15968
-15192,-787,15964
-16546,-838,15941
-17806,-862,15890
-19109,-872,15820
-20510,-828,15762
-21652,-750,15738
-22628,-788,15702
-23932,-932,15622
-25316,-1057,15548
-26256,-1095,15526
-27128,-1107,15515
-28323,-1180,15471
-29317,-1220,15440
-29840,-1182,15462
-30437,-1188,15494
-31316,-1250,15486
-32048,-1284,15458
-32504,-1314,15477
-32764,-1338,15514
-32764,-1318,15510
-32764,-1294,15501
-32764,-1282,15517
-32764,-1285,15517
-32764,-1285,15517
-32764,-1290,15550
-32764,-1256,15553
-32764,-1241,15565
-32764,-1214,15624
-32764,-1190,15634
-32344,-1178,15606
-31638,-1121,15631
-30752,-1027,15705
-29926,-961,15776
-29304,-934,15772
-29304,-934,15772
-27700,-841,15706
-27700,-841,15706
-25416,-604,15888
-25416,-604,15888
-22965,-356,16006
-22965,-356,16006
-21151,-285,15892
-21151,-285,15892
-17411,-106,15966
-17411,12,16095
-16247,-18,16154
-15212,-58,16128
-13788,-108,16102
-11976,-53,16163
-10135,170,16265
-8524,212,16340
-6970,-18,16394
-5281,-197,16432
-3556,-303,16483
-2012,-436,16569
-654,-538,16645
780,-584,16678
2400,-634,16685
3992,-711,16704
5472,-761,16748
6937,-774,16819
8445,-772,16899
10040,-808,16938
11630,-896,16936
12992,-959,16940
14212,-938,16972
15706,-866,17021
17315,-823,17076
18504,-831,17114
19585,-844,17136
21036,-820,17186
22426,-750,17250
23416,-682,17279
24468,-645,17290
25660,-652,17312
26420,-685,17306
27046,-604,17282
27046,-604,17282
29148,-361,17393
29148,-361,17393
30126,-371,17337
30126,-371,17337
31410,-245,17422
31410,-245,17422
32475,0,17497
32475,0,17497
32764,276,17532
32764,276,17532
32764,499,17510
32764,834,17546
32764,1201,17580
32764,1942,17530
32764,1942,17530
32764,2614,17424
32764,2614,17424
32764,3262,17450
32764,3262,17450
31814,3480,17340
31814,3480,17340
31143,3530,17318
30235,3461,17296
29171,3346,17258
28476,3210,17242
27601,2872,17213
26221,2479,17145
25016,2198,17098
23986,1910,17084
22670,1568,17052
21255,1210,17024
19931,916,17022
18516,711,17017
17040,519,16999
15598,342,16959
14078,158,16874
12565,-56,16783
11170,-176,16731
9723,-224,16696
8199,-324,16656
6680,-455,16610
5070,-563,16554
3433,-598,16505
1976,-574,16483
1976,-574,16483
-933,-676,16384
-2401,-710,16302
-3813,-735,16223
-5306,-762,16169
-6773,-762,16158
-8156,-718,16148
-9605,-671,16108
-11146,-704,16051
-12525,-704,16051
-13686,-681,15954
-13686,-681,15954
-16383,-642,15879
-16383,-642,15879
-18863,-739,15745
-18863,-739,15745
-21498,-743,15685
-21498,-743,15685
-23810,-808,15644
-23810,-808,15644
-25201,-902,15568
-26172,-948,15532
-27090,-972,15531
-28225,-1048,15519
-29172,-1165,15510
-29755,-1193,15509
-30413,-1207,15505
-31221,-1272,15508
-31848,-1274,15511
-32333,-1251,15502
-32764,-1287,15480
-32764,-1308,15452
-32764,-1306,15457
-32764,-1342,15504
-32764,-1347,15541
-32764,-1329,15547
-32764,-1349,15541
-32764,-1294,15529
-32764,-1221,15529
-32764,-1244,15564
-32634,-1261,15600
-32323,-1230,15597
-31793,-1191,15576
-30984,-1144,15594
-30136,-1060,15650
-29382,-991,15698
-28646,-957,15726
-27690,-889,15777
-26636,-802,15843
-25592,-725,15890
